Hotel,Customer Country,Customer ID,Booking_ID,Booking Date,Lead Time,Arrival Date,Weekend Nights,Week Nights,Adults,Children,is_canceled,Meal,Market Segment,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,Customer Cancel Count,adr,required_car_parking_spaces,total_of_special_requests,reservation_status
Resort Hotel - Delhi,Canada,CUST_569,INN00758,13-Dec-23,101,23-Mar-24,2,5,2,0,1,BB,Online TA,0,0,0,E,E,0,1,164,0,2,Canceled
Resort Hotel - Lucknow,Australia,CUST_218,INN00759,31-May-24,38,8-Jul-24,2,5,2,0,0,BB,Offline TA/TO,0,0,0,A,A,0,0,107.2,0,0,Check-Out
Resort Hotel - Lucknow,UAE,CUST_147,INN00760,9-Sep-24,76,24-Nov-24,2,5,2,0,0,BB,Online TA,0,0,0,D,D,0,3,102.72,0,1,Check-Out
Resort Hotel - Bhopal,Germany,CUST_255,INN00761,2-Apr-24,70,11-Jun-24,0,1,2,1,0,BB,Online TA,0,0,0,D,E,0,1,114.85,0,1,Check-Out
Resort Hotel - Bhopal,Australia,CUST_588,INN00762,7-Dec-23,70,15-Feb-24,0,1,2,1,0,BB,Online TA,0,0,0,D,E,0,1,114.85,0,1,Check-Out
Resort Hotel - Kochi,Australia,CUST_378,INN00763,13-Oct-24,68,20-Dec-24,0,2,2,0,0,BB,Online TA,0,0,0,D,E,0,4,135,1,1,Check-Out
Resort Hotel - Hyderabad,Australia,CUST_308,INN00764,6-Oct-24,63,8-Dec-24,0,3,2,2,1,BB,Online TA,0,0,0,G,G,0,3,195,0,0,Canceled
Resort Hotel - Chennai,India,CUST_012,INN00765,26-May-24,11,6-Jun-24,0,3,2,0,1,BB,Online TA,0,0,0,D,D,0,0,173,0,0,Canceled
Resort Hotel - Ahmedabad,Australia,CUST_308,INN00766,5-Mar-24,32,6-Apr-24,0,4,2,0,0,BB,Offline TA/TO,0,0,0,A,A,0,3,107,0,1,Check-Out
Resort Hotel - Pune,UAE,CUST_567,INN00767,25-Jul-24,29,23-Aug-24,0,4,2,0,0,BB,Offline TA/TO,0,0,0,A,A,0,1,107,0,1,Check-Out
Resort Hotel - Chandigarh,India,CUST_370,INN00768,22-Feb-24,47,9-Apr-24,0,4,2,0,0,BB,Direct,0,0,0,F,F,0,0,164,0,2,Check-Out
Resort Hotel - Hyderabad,Canada,CUST_309,INN00769,3-Apr-24,50,23-May-24,0,5,2,0,0,BB,Online TA,0,0,0,D,D,0,1,138.8,0,1,Check-Out
Resort Hotel - Jaipur,Germany,CUST_455,INN00770,31-Jul-24,29,29-Aug-24,0,5,2,0,1,BB,Online TA,0,0,0,D,D,0,1,154,0,2,Canceled
Resort Hotel - Lucknow,USA,CUST_493,INN00771,3-Aug-24,36,8-Sep-24,0,5,2,0,0,BB,Direct,0,0,0,D,D,0,1,135,0,0,Check-Out
Resort Hotel - Pune,India,CUST_422,INN00772,5-Oct-24,49,23-Nov-24,1,5,2,0,0,BB,Online TA,0,0,0,A,A,0,1,103.18,0,1,Check-Out
Resort Hotel - Bangalore,Germany,CUST_305,INN00773,24-Dec-23,70,3-Mar-24,2,6,2,0,1,BB,Offline TA/TO,0,0,0,D,D,0,1,115.5,0,0,Canceled
Resort Hotel - Kolkata,UK,CUST_324,INN00774,29-Jul-24,110,16-Nov-24,2,8,2,0,0,BB,Offline TA/TO,0,0,0,A,D,1,2,90.95,0,1,Check-Out
Resort Hotel - Mumbai,Germany,CUST_475,INN00775,10-Jan-24,8,18-Jan-24,0,0,2,0,0,HB,Offline TA/TO,0,0,0,D,I,0,1,0,0,0,Check-Out
Resort Hotel - Ahmedabad,India,CUST_171,INN00776,21-May-24,119,17-Sep-24,0,4,2,0,1,BB,Online TA,0,0,0,A,A,0,1,108.54,0,1,Canceled
Resort Hotel - Ahmedabad,UK,CUST_534,INN00777,18-Feb-24,30,19-Mar-24,0,4,2,0,0,BB,Online TA,0,0,0,A,E,0,2,146,1,2,Check-Out
Resort Hotel - Bhopal,UAE,CUST_567,INN00778,21-Mar-24,29,19-Apr-24,1,4,2,0,1,BB,Online TA,0,0,0,D,D,0,1,165.4,0,1,Canceled
Resort Hotel - Bhopal,USA,CUST_073,INN00779,20-Dec-23,71,29-Feb-24,1,4,2,0,0,BB,Online TA,0,0,0,A,C,0,0,134,0,0,Check-Out
Resort Hotel - Chandigarh,France,CUST_076,INN00780,10-Nov-24,37,17-Dec-24,1,4,2,0,1,HB,Offline TA/TO,0,0,0,A,D,0,1,133,0,1,Canceled
Resort Hotel - Chennai,Canada,CUST_239,INN00781,13-May-24,40,22-Jun-24,1,4,3,0,1,HB,Direct,0,0,0,H,H,0,0,240,0,0,Canceled
Resort Hotel - Lucknow,UAE,CUST_097,INN00782,20-May-24,37,26-Jun-24,1,4,2,0,0,HB,Direct,0,0,0,A,D,0,0,157,0,1,Check-Out
Resort Hotel - Kochi,India,CUST_312,INN00783,29-Sep-24,0,29-Sep-24,0,1,2,2,0,BB,Direct,0,0,0,H,H,0,0,188,0,0,Check-Out
Resort Hotel - Lucknow,Australia,CUST_378,INN00784,28-Sep-24,37,4-Nov-24,1,4,2,0,1,HB,Offline TA/TO,0,0,0,A,D,0,4,133,0,1,Canceled
Resort Hotel - Bhopal,India,CUST_550,INN00785,18-Dec-23,37,24-Jan-24,1,4,2,0,0,HB,Direct,0,0,0,A,D,0,1,145,0,1,Check-Out
Resort Hotel - Goa,UAE,CUST_277,INN00786,9-Feb-24,97,16-May-24,1,4,2,0,0,BB,Online TA,0,0,0,A,A,0,1,134,0,2,Check-Out
Resort Hotel - Chandigarh,USA,CUST_153,INN00787,22-Apr-24,71,2-Jul-24,1,4,2,0,1,BB,Online TA,0,0,0,A,A,0,0,134,0,0,Canceled
Resort Hotel - Mumbai,India,CUST_481,INN00788,19-Jan-24,118,16-May-24,1,4,2,0,1,HB,Online TA,0,0,0,D,D,1,0,186,0,2,Canceled
Resort Hotel - Jaipur,Canada,CUST_349,INN00789,8-Feb-24,102,20-May-24,2,5,2,0,0,BB,Offline TA/TO,0,0,0,A,D,0,2,90.95,0,1,Check-Out
Resort Hotel - Indore,France,CUST_286,INN00790,25-Feb-24,54,19-Apr-24,2,5,2,0,1,BB,Online TA,0,0,0,F,F,0,3,141.65,0,0,Canceled
Resort Hotel - Lucknow,Canada,CUST_289,INN00791,1-Sep-24,58,29-Oct-24,2,5,2,0,1,BB,Online TA,0,0,0,D,D,0,2,99.24,0,0,Canceled
Resort Hotel - Ahmedabad,India,CUST_581,INN00792,31-Jan-24,34,5-Mar-24,2,4,2,0,0,BB,Online TA,0,0,0,A,D,0,1,108.06,0,1,Check-Out
Resort Hotel - Pune,India,CUST_221,INN00793,9-Mar-24,105,22-Jun-24,2,5,2,0,1,BB,Offline TA/TO,0,0,0,A,D,0,0,90.95,0,0,Canceled
Resort Hotel - Goa,Canada,CUST_559,INN00794,15-Nov-23,47,1-Jan-24,2,6,2,0,1,BB,Online TA,0,0,0,A,A,0,2,148.63,0,1,Canceled
Resort Hotel - Kochi,India,CUST_461,INN00795,25-Apr-24,15,10-May-24,0,1,2,0,1,BB,Online TA,0,0,0,D,D,1,1,173,0,3,Canceled
Resort Hotel - Jaipur,India,CUST_321,INN00796,4-Jan-24,37,10-Feb-24,0,1,1,0,0,BB,Offline TA/TO,0,0,0,A,F,1,0,107,0,0,Check-Out
Resort Hotel - Kolkata,France,CUST_066,INN00797,18-Dec-24,0,18-Dec-24,0,1,1,0,1,BB,Corporate,0,0,0,A,A,0,1,114,0,0,Canceled
Resort Hotel - Hyderabad,Germany,CUST_395,INN00798,12-Nov-24,8,20-Nov-24,0,1,2,0,1,BB,Online TA,0,0,0,A,H,0,1,153,0,1,Canceled
Resort Hotel - Ahmedabad,Australia,CUST_178,INN00799,13-Jan-24,17,30-Jan-24,0,2,2,0,0,BB,Online TA,0,0,0,A,E,0,1,153,0,1,Check-Out
Resort Hotel - Kochi,India,CUST_411,INN00800,25-Jul-24,3,28-Jul-24,0,3,3,1,0,HB,Direct,0,0,0,G,G,0,0,250.33,0,2,Check-Out
Resort Hotel - Bhopal,USA,CUST_363,INN00801,27-May-24,30,26-Jun-24,0,3,2,0,1,BB,Online TA,0,0,0,A,A,0,1,146.67,0,2,Canceled
Resort Hotel - Kochi,Germany,CUST_215,INN00802,5-Dec-23,31,5-Jan-24,0,3,2,0,1,BB,Online TA,0,0,0,D,D,0,0,154,0,2,Canceled
Resort Hotel - Bangalore,France,CUST_306,INN00803,27-May-24,66,1-Aug-24,0,3,2,0,1,BB,Online TA,0,0,0,A,A,0,1,120.6,0,0,Canceled
Resort Hotel - Chennai,India,CUST_391,INN00804,1-Oct-24,52,22-Nov-24,0,3,2,2,0,FB,Offline TA/TO,0,0,0,C,C,0,1,280.74,1,0,Check-Out
Resort Hotel - Kochi,India,CUST_440,INN00805,28-Jan-24,20,17-Feb-24,1,3,2,1,0,BB,Online TA,0,0,0,A,C,0,2,193,0,1,Check-Out
Resort Hotel - Bangalore,UK,CUST_474,INN00806,23-Aug-24,30,22-Sep-24,0,3,2,0,1,BB,Online TA,0,0,0,A,A,0,0,146.67,0,2,Canceled
Resort Hotel - Kochi,Germany,CUST_245,INN00807,14-Feb-24,31,16-Mar-24,0,3,2,0,1,BB,Online TA,0,0,0,D,D,0,1,154,0,2,Canceled
Resort Hotel - Kolkata,USA,CUST_183,INN00808,5-Sep-24,62,6-Nov-24,1,3,2,0,1,BB,Online TA,0,0,0,E,E,0,0,154.5,0,0,Canceled
Resort Hotel - Jaipur,India,CUST_220,INN00809,11-Mar-24,65,15-May-24,1,3,2,0,1,BB,Online TA,0,0,0,A,A,0,0,120.6,0,0,Canceled
Resort Hotel - Delhi,UAE,CUST_137,INN00810,5-Jul-24,64,7-Sep-24,2,3,2,0,1,BB,Online TA,0,0,0,A,A,1,3,137.8,0,0,Canceled
Resort Hotel - Chandigarh,India,CUST_110,INN00811,18-Apr-24,77,4-Jul-24,2,7,2,0,0,HB,Direct,0,0,0,E,E,2,0,160,1,3,Check-Out
Resort Hotel - Indore,UAE,CUST_097,INN00812,10-Apr-24,75,24-Jun-24,2,7,2,0,0,BB,Offline TA/TO,0,0,0,D,D,0,0,125.89,0,1,Check-Out
Resort Hotel - Hyderabad,UK,CUST_064,INN00813,24-Sep-24,75,8-Dec-24,2,7,2,0,0,BB,Offline TA/TO,0,0,0,D,D,0,0,125.89,0,1,Check-Out
Resort Hotel - Indore,India,CUST_532,INN00814,10-Sep-24,62,11-Nov-24,2,5,2,0,1,BB,Direct,0,0,0,D,D,0,0,126.71,0,0,Canceled
Resort Hotel - Bhopal,India,CUST_180,INN00815,12-Apr-24,42,24-May-24,0,0,1,0,0,BB,Offline TA/TO,0,0,0,A,I,0,0,0,0,0,Check-Out
Resort Hotel - Hyderabad,Canada,CUST_319,INN00816,6-Nov-24,46,22-Dec-24,0,0,2,0,0,HB,Online TA,0,0,0,E,I,0,0,0,1,0,Check-Out
Resort Hotel - Pune,Australia,CUST_508,INN00817,16-Sep-24,0,16-Sep-24,0,1,2,2,0,BB,Direct,0,0,0,F,F,0,2,188,0,0,Check-Out
Resort Hotel - Mumbai,USA,CUST_383,INN00818,13-Feb-24,25,9-Mar-24,0,1,2,0,1,BB,Online TA,0,0,0,A,A,0,1,153,0,2,Canceled
Resort Hotel - Kochi,Germany,CUST_415,INN00819,29-Apr-24,16,15-May-24,0,1,2,0,1,BB,Online TA,0,0,0,D,D,0,0,173,0,3,Canceled
Resort Hotel - Jaipur,Australia,CUST_298,INN00820,15-Jan-24,16,31-Jan-24,0,1,2,0,1,BB,Online TA,0,0,0,D,D,0,1,173,0,3,Canceled
Resort Hotel - Delhi,Germany,CUST_285,INN00821,10-Sep-24,16,26-Sep-24,0,2,1,0,0,BB,Direct,0,0,0,A,A,0,0,120,0,1,Check-Out
Resort Hotel - Bhopal,UK,CUST_504,INN00822,11-Nov-24,4,15-Nov-24,0,2,2,0,1,BB,Online TA,0,0,0,A,D,0,0,154.8,0,3,Canceled
Resort Hotel - Mumbai,UAE,CUST_147,INN00823,30-Oct-24,4,3-Nov-24,0,2,2,0,0,BB,Online TA,0,0,0,D,D,0,3,192,0,2,Check-Out
Resort Hotel - Mumbai,Australia,CUST_328,INN00824,3-Jun-24,25,28-Jun-24,0,2,2,0,1,BB,Online TA,0,0,0,A,A,0,1,153,0,0,Canceled
Resort Hotel - Goa,Germany,CUST_005,INN00825,9-Feb-24,83,2-May-24,0,2,2,0,1,BB,Online TA,0,0,0,A,A,0,0,120.6,0,1,Canceled
Resort Hotel - Chandigarh,Canada,CUST_169,INN00826,18-Oct-24,4,22-Oct-24,0,2,2,0,0,BB,Online TA,0,0,0,D,D,0,0,192,1,2,Check-Out
Resort Hotel - Hyderabad,France,CUST_196,INN00827,1-May-24,56,26-Jun-24,0,2,2,0,1,BB,Online TA,0,0,0,A,A,0,0,120.6,0,0,Canceled
Resort Hotel - Hyderabad,UK,CUST_154,INN00828,9-Jan-24,32,10-Feb-24,0,2,2,0,1,BB,Online TA,0,0,0,E,E,0,0,164,0,2,Canceled
Resort Hotel - Ahmedabad,UAE,CUST_547,INN00829,30-Jul-24,32,31-Aug-24,0,2,2,2,0,BB,Online TA,0,0,0,H,H,0,0,219.5,0,0,Check-Out
Resort Hotel - Lucknow,Canada,CUST_139,INN00830,8-Mar-24,0,8-Mar-24,0,2,2,0,0,HB,Online TA,0,0,0,A,C,0,0,192.5,0,1,Check-Out
Resort Hotel - Delhi,Australia,CUST_438,INN00831,9-Jul-24,18,27-Jul-24,1,2,2,0,1,BB,Online TA,0,0,0,A,A,0,2,149.7,0,1,Canceled
Resort Hotel - Bangalore,USA,CUST_063,INN00832,16-Dec-23,23,8-Jan-24,1,2,2,0,1,BB,Direct,0,0,0,A,A,0,0,111.92,0,0,Canceled
Resort Hotel - Kochi,Australia,CUST_188,INN00833,29-Apr-24,39,7-Jun-24,1,2,2,0,1,BB,Online TA,0,0,0,A,A,0,1,120.6,0,1,Canceled
Resort Hotel - Goa,India,CUST_250,INN00834,23-Feb-24,18,12-Mar-24,1,2,2,0,1,BB,Online TA,0,0,0,A,A,0,1,149.7,0,1,Canceled
Resort Hotel - Chandigarh,India,CUST_010,INN00835,22-Jan-24,18,9-Feb-24,1,2,2,0,1,BB,Online TA,0,0,0,D,D,0,2,173,0,3,Canceled
Resort Hotel - Hyderabad,Canada,CUST_359,INN00836,2-Apr-24,23,25-Apr-24,1,2,2,0,1,BB,Online TA,0,0,0,A,A,0,2,112,0,1,Canceled
Resort Hotel - Lucknow,Germany,CUST_245,INN00837,16-Dec-23,286,27-Sep-24,2,2,1,0,0,BB,Direct,0,0,0,A,A,0,1,57.6,0,0,Check-Out
Resort Hotel - Kochi,Canada,CUST_159,INN00838,16-Jul-24,72,26-Sep-24,2,2,2,2,0,BB,Online TA,0,0,0,G,G,0,1,214,1,0,Check-Out
Resort Hotel - Kochi,Canada,CUST_549,INN00839,24-May-24,136,7-Oct-24,2,2,2,0,1,BB,Online TA,0,0,0,A,A,0,0,172,0,0,Canceled
Resort Hotel - Mumbai,India,CUST_122,INN00840,30-Dec-23,58,26-Feb-24,2,3,1,0,0,BB,Online TA,0,0,0,D,D,1,2,157.8,0,0,Check-Out
Resort Hotel - Hyderabad,France,CUST_196,INN00841,13-Oct-23,80,1-Jan-24,2,4,2,0,0,BB,Online TA,0,0,0,E,E,0,0,170.33,1,1,Check-Out
Resort Hotel - Lucknow,UAE,CUST_077,INN00842,18-Feb-24,113,10-Jun-24,3,7,2,0,0,BB,Offline TA/TO,0,0,0,E,E,0,1,119.25,0,0,Check-Out
Resort Hotel - Bangalore,India,CUST_092,INN00843,21-Aug-24,129,28-Dec-24,1,1,2,0,0,BB,Offline TA/TO,0,0,0,A,A,0,0,96.3,0,0,Check-Out
Resort Hotel - Delhi,USA,CUST_113,INN00844,12-Feb-24,84,6-May-24,2,1,2,0,1,HB,Offline TA/TO,0,0,0,A,A,0,0,118.06,0,0,Canceled
Resort Hotel - Delhi,France,CUST_246,INN00845,7-Nov-23,84,30-Jan-24,2,1,2,0,1,HB,Offline TA/TO,0,0,0,A,A,0,0,118.06,0,0,Canceled
Resort Hotel - Bangalore,India,CUST_172,INN00846,18-Nov-23,89,15-Feb-24,0,1,2,0,1,BB,Direct,0,0,0,D,D,0,0,154,0,0,Canceled
Resort Hotel - Goa,Canada,CUST_459,INN00847,21-May-24,10,31-May-24,0,1,2,0,1,BB,Direct,0,0,0,F,F,0,0,202,0,0,Canceled
Resort Hotel - Delhi,Canada,CUST_219,INN00848,25-Dec-23,80,14-Mar-24,0,1,2,0,1,BB,Online TA,0,0,0,A,A,1,0,134,0,2,Canceled
Resort Hotel - Goa,France,CUST_526,INN00849,22-Aug-24,10,1-Sep-24,0,1,2,0,1,BB,Direct,0,0,0,F,F,0,2,202,0,0,Canceled
Resort Hotel - Pune,India,CUST_310,INN00850,2-Jun-24,10,12-Jun-24,0,1,2,0,1,BB,Direct,0,0,0,G,G,1,0,252,0,0,Canceled
Resort Hotel - Jaipur,UAE,CUST_457,INN00851,24-Jul-24,24,17-Aug-24,0,1,2,2,1,BB,Online TA,0,0,0,G,G,1,0,233,0,1,Canceled
Resort Hotel - Bhopal,Canada,CUST_539,INN00852,9-Apr-24,1,10-Apr-24,0,1,2,0,0,BB,Online TA,0,0,0,D,D,0,1,211,0,2,Check-Out
Resort Hotel - Pune,India,CUST_350,INN00853,13-Jan-24,9,22-Jan-24,0,1,2,0,1,BB,Online TA,0,0,0,D,D,1,0,211,0,2,Canceled
Resort Hotel - Chennai,Germany,CUST_355,INN00854,31-Dec-23,3,3-Jan-24,2,3,2,2,1,HB,Direct,0,0,0,C,C,1,0,237,0,1,Canceled
Resort Hotel - Chandigarh,Australia,CUST_448,INN00855,5-Jul-24,3,8-Jul-24,2,5,2,0,0,BB,Online TA,0,0,0,A,A,0,1,188.29,0,2,Check-Out
Resort Hotel - Hyderabad,Germany,CUST_495,INN00856,7-Jan-24,124,10-May-24,2,4,2,0,1,BB,Online TA,0,0,0,A,A,0,1,120.6,0,1,Canceled
Resort Hotel - Jaipur,UK,CUST_424,INN00857,19-Feb-24,74,3-May-24,2,5,2,2,1,BB,Direct,0,0,0,C,C,0,1,177.14,0,0,Canceled
Resort Hotel - Mumbai,Germany,CUST_385,INN00858,30-Apr-24,82,21-Jul-24,2,5,2,2,1,BB,Online TA,0,0,0,G,G,0,1,222.14,0,0,Canceled
Resort Hotel - Lucknow,USA,CUST_593,INN00859,26-Nov-23,91,25-Feb-24,2,5,2,0,1,HB,Online TA,0,0,0,A,A,1,1,127.82,0,2,Canceled
Resort Hotel - Ahmedabad,Germany,CUST_365,INN00860,6-Sep-24,77,22-Nov-24,2,5,2,0,1,HB,Online TA,0,0,0,D,D,0,0,194.14,0,0,Canceled
Resort Hotel - Kolkata,UAE,CUST_547,INN00861,27-Jan-24,130,5-Jun-24,2,5,2,0,1,BB,Online TA,0,0,0,A,A,0,0,120.6,0,2,Canceled
Resort Hotel - Hyderabad,India,CUST_312,INN00862,15-Feb-24,91,16-May-24,2,5,2,1,1,HB,Online TA,0,0,0,A,A,1,0,144.53,0,3,Canceled
Resort Hotel - Delhi,UK,CUST_114,INN00863,24-Apr-24,79,12-Jul-24,2,5,3,0,0,HB,Direct,0,0,0,E,E,1,0,185,1,4,Check-Out
Resort Hotel - Kochi,USA,CUST_083,INN00864,12-Feb-24,130,21-Jun-24,2,6,2,0,1,BB,Offline TA/TO,0,0,0,A,A,0,1,96.3,0,0,Canceled
Resort Hotel - Indore,Australia,CUST_498,INN00865,8-Oct-24,66,13-Dec-24,2,6,2,0,0,HB,Online TA,0,0,0,D,D,2,1,193.13,0,0,Check-Out
Resort Hotel - Pune,India,CUST_190,INN00866,14-Apr-24,53,6-Jun-24,3,6,2,0,1,HB,Online TA,0,0,0,E,E,0,1,210.78,0,0,Canceled
Resort Hotel - Goa,Canada,CUST_119,INN00867,12-Jun-24,80,31-Aug-24,4,6,2,2,1,BB,Online TA,0,0,0,C,C,0,2,169,0,1,Canceled
Resort Hotel - Goa,UK,CUST_494,INN00868,23-Mar-24,77,8-Jun-24,4,6,2,1,1,BB,Online TA,0,0,0,D,D,0,1,174.7,0,3,Canceled
Resort Hotel - Jaipur,India,CUST_242,INN00869,16-Nov-23,57,12-Jan-24,4,10,2,2,1,BB,Online TA,0,0,0,C,C,1,1,135.53,0,0,Canceled
Resort Hotel - Mumbai,India,CUST_031,INN00870,2-Jan-24,11,13-Jan-24,4,10,1,0,0,BB,Offline TA/TO,0,0,0,A,A,0,1,172,0,0,Check-Out
Resort Hotel - Ahmedabad,UK,CUST_434,INN00871,30-Nov-24,25,25-Dec-24,1,0,2,0,1,BB,Online TA,0,0,0,A,A,0,0,144,0,2,Canceled
Resort Hotel - Bhopal,UAE,CUST_017,INN00872,28-Jul-24,2,30-Jul-24,2,0,2,0,1,BB,Online TA,0,0,0,A,C,0,1,162.5,0,1,Canceled
Resort Hotel - Kochi,India,CUST_600,INN00873,5-Dec-23,36,10-Jan-24,2,3,2,0,1,BB,Online TA,0,0,0,E,E,0,1,209.6,0,2,Canceled
Resort Hotel - Hyderabad,Germany,CUST_065,INN00874,16-Jun-24,36,22-Jul-24,2,3,2,0,1,BB,Online TA,0,0,0,E,E,0,2,209.6,0,2,Canceled
Resort Hotel - Mumbai,France,CUST_086,INN00875,11-Apr-24,115,4-Aug-24,2,5,3,0,0,HB,Offline TA/TO,0,0,0,E,E,0,0,195.5,1,1,Check-Out
Resort Hotel - Hyderabad,UAE,CUST_597,INN00876,29-Apr-24,95,2-Aug-24,2,4,2,1,0,HB,Direct,0,0,0,A,A,4,0,186,1,4,Check-Out
Resort Hotel - Chennai,Germany,CUST_005,INN00877,20-Apr-24,67,26-Jun-24,2,4,2,0,0,BB,Direct,0,0,0,D,D,0,0,163.5,0,1,Check-Out
Resort Hotel - Chandigarh,Canada,CUST_219,INN00878,6-Aug-24,60,5-Oct-24,2,5,2,0,0,HB,Direct,0,0,0,A,A,0,0,180.28,0,0,Check-Out
Resort Hotel - Lucknow,UK,CUST_234,INN00879,15-Jul-24,34,18-Aug-24,2,5,2,0,0,BB,Direct,0,0,0,C,C,3,1,174.76,1,1,Check-Out
Resort Hotel - Kochi,UAE,CUST_277,INN00880,7-Jun-24,78,24-Aug-24,4,5,2,0,0,BB,Offline TA/TO,0,0,0,D,D,0,1,116.85,0,0,Check-Out
Resort Hotel - Goa,India,CUST_010,INN00881,16-Dec-23,93,18-Mar-24,2,5,2,0,0,FB,Offline TA/TO,0,0,0,A,A,0,2,159,0,0,Check-Out
Resort Hotel - Ahmedabad,India,CUST_092,INN00882,13-May-23,327,4-Apr-24,4,10,2,0,1,BB,Offline TA/TO,0,0,0,D,D,0,0,104.55,0,0,Canceled
Resort Hotel - Bangalore,France,CUST_596,INN00883,31-Mar-24,21,21-Apr-24,0,0,2,2,0,BB,Direct,0,0,0,C,F,0,1,0,0,0,Check-Out
Resort Hotel - Indore,UAE,CUST_417,INN00884,11-Nov-24,0,11-Nov-24,1,0,2,0,0,BB,Online TA,0,0,0,C,C,0,0,144.76,0,0,Check-Out
Resort Hotel - Indore,Australia,CUST_328,INN00885,29-Oct-24,47,15-Dec-24,1,1,2,0,1,HB,Online TA,0,0,0,D,D,0,1,205,0,0,Canceled
Resort Hotel - Kochi,UAE,CUST_057,INN00886,14-Nov-23,81,3-Feb-24,1,3,2,0,1,BB,Offline TA/TO,0,0,0,D,D,0,0,123,0,0,Canceled
Resort Hotel - Kochi,Australia,CUST_198,INN00887,3-Feb-24,52,26-Mar-24,1,4,2,0,1,BB,Online TA,0,0,0,D,D,0,1,173,0,0,Canceled
Resort Hotel - Chandigarh,India,CUST_171,INN00888,5-Jan-24,13,18-Jan-24,1,4,2,2,1,BB,Offline TA/TO,0,0,0,C,C,1,1,220.55,0,0,Canceled
Resort Hotel - Indore,Germany,CUST_475,INN00889,18-Nov-23,83,9-Feb-24,2,5,2,0,0,BB,Online TA,0,0,0,D,D,0,1,162.14,0,1,Check-Out
Resort Hotel - Kolkata,Australia,CUST_358,INN00890,27-Apr-24,131,5-Sep-24,2,5,2,1,1,HB,Offline TA/TO,0,0,0,A,A,1,2,119.7,0,1,Canceled
Resort Hotel - Chandigarh,UK,CUST_134,INN00891,14-Aug-23,460,16-Nov-24,2,5,1,0,0,HB,Offline TA/TO,0,0,0,E,E,0,2,77.54,0,0,Check-Out
Resort Hotel - Lucknow,India,CUST_051,INN00892,14-Aug-24,82,4-Nov-24,2,5,2,0,1,BB,Online TA,0,0,0,A,A,0,1,120.6,0,0,Canceled
Resort Hotel - Indore,UK,CUST_424,INN00893,8-Mar-24,61,8-May-24,2,5,2,0,1,BB,Online TA,0,0,0,A,A,0,1,153,0,0,Canceled
Resort Hotel - Mumbai,Australia,CUST_158,INN00894,25-May-24,94,27-Aug-24,0,0,2,0,0,BB,Online TA,0,0,0,A,F,0,0,0,0,1,Check-Out
Resort Hotel - Pune,UK,CUST_104,INN00895,5-Jul-24,1,6-Jul-24,0,0,2,0,0,BB,Online TA,0,0,0,D,F,0,1,0,0,2,Check-Out
Resort Hotel - Kolkata,France,CUST_556,INN00896,22-Mar-24,0,22-Mar-24,0,1,2,0,0,BB,Direct,0,0,0,A,C,0,0,172,0,0,Check-Out
Resort Hotel - Chandigarh,Canada,CUST_219,INN00897,24-May-24,36,29-Jun-24,0,3,1,0,1,BB,Direct,0,0,0,F,F,0,0,221,0,0,Canceled
Resort Hotel - Jaipur,Germany,CUST_485,INN00898,31-Dec-23,61,1-Mar-24,0,3,2,0,1,BB,Online TA,0,0,0,A,A,0,0,153,0,0,Canceled
Resort Hotel - Hyderabad,Australia,CUST_348,INN00899,5-Jun-24,13,18-Jun-24,0,4,2,1,0,HB,Direct,0,0,0,C,C,1,1,230.5,0,2,Check-Out
Resort Hotel - Kolkata,UAE,CUST_177,INN00900,3-Jul-24,13,16-Jul-24,0,4,2,0,0,HB,Direct,0,0,0,C,C,1,1,230.5,1,2,Check-Out
Resort Hotel - Goa,UAE,CUST_267,INN00901,17-Feb-24,15,3-Mar-24,0,4,2,0,1,BB,Online TA,0,0,0,D,D,0,0,211,0,1,Canceled
Resort Hotel - Jaipur,Canada,CUST_049,INN00902,8-Sep-24,14,22-Sep-24,0,5,2,0,0,HB,Online TA,0,0,0,D,D,1,0,241,0,2,Check-Out
Resort Hotel - Chandigarh,France,CUST_296,INN00903,1-Nov-24,13,14-Nov-24,1,5,2,0,1,BB,Online TA,0,0,0,D,D,0,1,211,0,1,Canceled
Resort Hotel - Lucknow,USA,CUST_573,INN00904,27-Apr-24,140,14-Sep-24,2,5,2,0,0,BB,Offline TA/TO,0,0,0,A,D,0,0,90.95,1,0,Check-Out
Resort Hotel - Lucknow,Australia,CUST_198,INN00905,3-Jan-24,6,9-Jan-24,2,5,2,0,0,BB,Online TA,0,0,0,A,A,0,1,188.29,0,2,Check-Out
Resort Hotel - Jaipur,Canada,CUST_399,INN00906,26-Jul-24,140,13-Dec-24,2,5,2,0,0,BB,Offline TA/TO,0,0,0,A,D,0,1,90.95,0,0,Check-Out
Resort Hotel - Kolkata,USA,CUST_413,INN00907,22-Nov-23,81,11-Feb-24,2,8,2,0,0,HB,Direct,0,0,0,D,D,1,0,187.8,0,1,Check-Out
Resort Hotel - Bhopal,France,CUST_406,INN00908,13-Feb-24,1,14-Feb-24,0,0,3,0,0,BB,Online TA,0,0,0,D,I,0,0,0,0,2,Check-Out
Resort Hotel - Delhi,India,CUST_211,INN00909,4-Jul-24,65,7-Sep-24,0,0,2,0,0,HB,Offline TA/TO,0,0,0,D,I,0,0,0,0,0,Check-Out
